request -> request: Probability = 0.99, Count = 5409
[ -> CollectionId: Probability = 0.00, Count = 1
[ -> sims: Probability = 0.00, Count = 1
[ -> transitions: Probability = 0.00, Count = 1
[ -> read: Probability = 0.00, Count = 1
[ -> MTP: Probability = 0.00, Count = 1
[ -> parts: Probability = 0.00, Count = 1
[ -> _buf: Probability = 0.00, Count = 2
[ -> x: Probability = 0.00, Count = 1
[ -> length: Probability = 0.00, Count = 3
[ -> result: Probability = 0.00, Count = 1
[ -> chars: Probability = 0.00, Count = 1
[ -> FreeRefFunction: Probability = 0.00, Count = 1
[ -> else: Probability = 0.00, Count = 1
[ -> return: Probability = 0.00, Count = 9
[ -> averages: Probability = 0.00, Count = 1
[ -> map: Probability = 0.00, Count = 1
[ -> utf8State: Probability = 0.00, Count = 1
[ -> _nColumns: Probability = 0.00, Count = 1
[ -> ContinueRecord: Probability = 0.00, Count = 1
[ -> fieldInfo: Probability = 0.00, Count = 1
[ -> ends: Probability = 0.00, Count = 1
[ -> newElements: Probability = 0.00, Count = 2
[ -> true: Probability = 0.00, Count = 1
[ -> record: Probability = 0.00, Count = 1
[ -> array1: Probability = 0.00, Count = 1
[ -> qqNames: Probability = 0.00, Count = 1
[ -> TP: Probability = 0.00, Count = 1
[ -> newExtSheetIx: Probability = 0.00, Count = 2
[ -> ö: Probability = 0.00, Count = 1
[ -> index: Probability = 0.00, Count = 1
[ -> elements: Probability = 0.00, Count = 2
[ -> char: Probability = 0.00, Count = 1
[ -> functions: Probability = 0.00, Count = 2
[ -> boolean: Probability = 0.00, Count = 1
[ -> args: Probability = 0.00, Count = 9
[ -> SXVS: Probability = 0.00, Count = 1
[ -> docStarts: Probability = 0.00, Count = 2
[ -> allToffs: Probability = 0.00, Count = 1
[ -> boost: Probability = 0.00, Count = 1
[ -> Iterator: Probability = 0.00, Count = 1
[ -> rules: Probability = 0.00, Count = 1
[ -> suffixes: Probability = 0.00, Count = 1
[ -> n: Probability = 0.00, Count = 1
[ -> keys: Probability = 0.00, Count = 1
[ -> ParseException: Probability = 0.00, Count = 1
[ -> Invalid: Probability = 0.00, Count = 1
[ -> waitForPos: Probability = 0.00, Count = 1
[ -> part: Probability = 0.00, Count = 1
[ -> value: Probability = 0.00, Count = 2
[ -> b: Probability = 0.00, Count = 1
[ -> fic: Probability = 0.00, Count = 2
[ -> list: Probability = 0.00, Count = 1
[ -> parentIds: Probability = 0.00, Count = 1
[ -> newParents: Probability = 0.00, Count = 1
[ -> ObjectId: Probability = 0.00, Count = 1
[ -> times: Probability = 0.00, Count = 1
[ -> updatedLexerActions: Probability = 0.00, Count = 1
[ -> lexerActions: Probability = 0.00, Count = 1
[ -> components: Probability = 0.00, Count = 1
[ -> FieldName: Probability = 0.00, Count = 1
[ -> posToF: Probability = 0.00, Count = 4
[ -> header: Probability = 0.00, Count = 1
[ -> containsKey: Probability = 0.00, Count = 1
[ -> subDocs: Probability = 0.00, Count = 3
[ -> TermsEnumWithSlice: Probability = 0.00, Count = 3
[ -> subs: Probability = 0.00, Count = 1
[ -> slices: Probability = 0.00, Count = 2
[ -> EnumWithSlice: Probability = 0.00, Count = 1
[ -> directory: Probability = 0.00, Count = 1
[ -> allStopWords: Probability = 0.00, Count = 1
[ -> el: Probability = 0.00, Count = 1
[ -> Span: Probability = 0.00, Count = 2
[ -> shorty: Probability = 0.00, Count = 1
[ -> gridH: Probability = 0.00, Count = 1
[ -> weightedTerms: Probability = 0.00, Count = 1
[ -> DFAState: Probability = 0.00, Count = 1
[ -> PathFilter: Probability = 0.00, Count = 2
[ -> paths: Probability = 0.00, Count = 1
[ -> block: Probability = 0.00, Count = 3
> -> >: Probability = 0.63, Count = 1311
> -> /: Probability = 0.00, Count = 2
> -> 2: Probability = 0.00, Count = 2
> -> String: Probability = 0.05, Count = 109
> -> List: Probability = 0.03, Count = 52
> -> (: Probability = 0.03, Count = 63
> -> length: Probability = 0.00, Count = 10
> -> V: Probability = 0.01, Count = 18
> -> HashtableEntry: Probability = 0.00, Count = 2
> -> SuggestWord: Probability = 0.00, Count = 1
> -> ,: Probability = 0.01, Count = 21
> -> block: Probability = 0.01, Count = 18
> -> +: Probability = 0.00, Count = 9
> -> ]: Probability = 0.01, Count = 18
> -> values: Probability = 0.00, Count = 2
> -> [: Probability = 0.00, Count = 5
> -> ;: Probability = 0.01, Count = 11
> -> valuesOffset: Probability = 0.00, Count = 2
> -> Entry: Probability = 0.00, Count = 6
> -> byte0: Probability = 0.00, Count = 6
> -> &: Probability = 0.00, Count = 7
> -> =: Probability = 0.02, Count = 32
> -> 7: Probability = 0.00, Count = 2
> -> <: Probability = 0.01, Count = 27
> -> index: Probability = 0.00, Count = 2
> -> path: Probability = 0.00, Count = 1
> -> .: Probability = 0.01, Count = 16
> -> buffer: Probability = 0.00, Count = 1
> -> ): Probability = 0.01, Count = 30
> -> if: Probability = 0.00, Count = 6
> -> pos: Probability = 0.00, Count = 1
> -> maxLevels: Probability = 0.00, Count = 1
> -> byte2: Probability = 0.00, Count = 3
> -> byte3: Probability = 0.00, Count = 4
> -> CharsRef: Probability = 0.00, Count = 2
> -> int: Probability = 0.00, Count = 5
> -> 1: Probability = 0.00, Count = 5
> -> hash: Probability = 0.00, Count = 8
> -> v: Probability = 0.00, Count = 6
> -> Token: Probability = 0.00, Count = 2
> -> HSSFRow: Probability = 0.00, Count = 1
> -> BytesRef: Probability = 0.00, Count = 3
> -> append: Probability = 0.00, Count = 1
> -> ": Probability = 0.00, Count = 4
> -> blocksOffset: Probability = 0.00, Count = 3
> -> byte5: Probability = 0.00, Count = 3
> -> ArrayList: Probability = 0.00, Count = 6
> -> emptyList: Probability = 0.00, Count = 5
> -> number: Probability = 0.00, Count = 1
> -> E: Probability = 0.01, Count = 17
> -> states: Probability = 0.00, Count = 1
> -> ?: Probability = 0.00, Count = 7
> -> {: Probability = 0.00, Count = 5
> -> sb: Probability = 0.00, Count = 1
> -> ': Probability = 0.00, Count = 4
> -> URISyntaxException: Probability = 0.00, Count = 1
> -> TermInfo: Probability = 0.00, Count = 1
> -> HashSet: Probability = 0.00, Count = 2
> -> K: Probability = 0.00, Count = 7
> -> ANTLRErrorListener: Probability = 0.00, Count = 1
> -> s: Probability = 0.00, Count = 1
> -> SrndQuery: Probability = 0.00, Count = 1
> -> QueryNode: Probability = 0.00, Count = 3
> -> byte1: Probability = 0.00, Count = 3
> -> b: Probability = 0.00, Count = 3
> -> i: Probability = 0.00, Count = 4
> -> c: Probability = 0.00, Count = 1
> -> block0: Probability = 0.00, Count = 2
> -> 8: Probability = 0.00, Count = 1
> -> else: Probability = 0.00, Count = 1
> -> entry: Probability = 0.00, Count = 1
> -> HashMapEntry: Probability = 0.00, Count = 2
> -> ^: Probability = 0.00, Count = 1
> -> !: Probability = 0.00, Count = 2
> -> mem: Probability = 0.00, Count = 1
> -> bitsPerValue: Probability = 0.00, Count = 1
> -> SegmentCommitInfo: Probability = 0.00, Count = 1
> -> |: Probability = 0.00, Count = 4
> -> capacity: Probability = 0.00, Count = 2
> -> CharArrayMap: Probability = 0.00, Count = 1
> -> return: Probability = 0.00, Count = 2
> -> indexOf: Probability = 0.00, Count = 2
> -> Short: Probability = 0.00, Count = 1
> -> count: Probability = 0.00, Count = 1
> -> 3: Probability = 0.00, Count = 1
> -> entrySet: Probability = 0.00, Count = 2
> -> QueryText: Probability = 0.00, Count = 1
> -> iterator: Probability = 0.00, Count = 5
> -> output: Probability = 0.00, Count = 1
> -> 0: Probability = 0.00, Count = 8
> -> 12: Probability = 0.00, Count = 3
> -> startOffset: Probability = 0.00, Count = 1
> -> _endIndex: Probability = 0.00, Count = 1
> -> new: Probability = 0.00, Count = 6
> -> es: Probability = 0.00, Count = 1
> -> AutocompletePagedResponse: Probability = 0.00, Count = 1
> -> AutocompleteResult: Probability = 0.00, Count = 1
> -> autocompleteResponse: Probability = 0.00, Count = 1
> -> d: Probability = 0.00, Count = 2
> -> Throwable: Probability = 0.00, Count = 1
> -> CharStream: Probability = 0.00, Count = 1
> -> result: Probability = 0.00, Count = 2
> -> Object: Probability = 0.00, Count = 1
> -> HashMap: Probability = 0.00, Count = 2
> -> cbuf: Probability = 0.00, Count = 1
> -> Ref: Probability = 0.00, Count = 4
> -> elements: Probability = 0.00, Count = 1
> -> Integer: Probability = 0.00, Count = 1
> -> ValueSource: Probability = 0.00, Count = 2
> -> _lastrow: Probability = 0.00, Count = 1
> -> ContinueRecord: Probability = 0.00, Count = 1
> -> this: Probability = 0.00, Count = 1
> -> startIndex: Probability = 0.00, Count = 1
> -> assert: Probability = 0.00, Count = 1
> -> T: Probability = 0.00, Count = 7
> -> -: Probability = 0.00, Count = 2
> -> equalsIgnoreCase: Probability = 0.00, Count = 1
> -> score: Probability = 0.00, Count = 1
> -> CharFilterFactory: Probability = 0.00, Count = 1
> -> m: Probability = 0.00, Count = 1
> -> shiftRight: Probability = 0.00, Count = 2
> -> oldBitLen: Probability = 0.00, Count = 1
> -> setNextPageLink: Probability = 0.00, Count = 1
> -> listByResourceGroup: Probability = 0.00, Count = 1
> -> DedicatedCapacityInner: Probability = 0.00, Count = 2
> -> listByResourceGroupWithServiceResponseAsync: Probability = 0.00, Count = 1
> -> toBlocking: Probability = 0.00, Count = 1
> -> Map: Probability = 0.00, Count = 1
> -> throw: Probability = 0.00, Count = 1
> -> UnmodifiableIterator: Probability = 0.00, Count = 1
> -> final: Probability = 0.00, Count = 1
> -> inc: Probability = 0.00, Count = 1
> -> MergedIterator: Probability = 0.00, Count = 1
> -> FormatRun: Probability = 0.00, Count = 1
> -> tokens: Probability = 0.00, Count = 1
> -> vals: Probability = 0.00, Count = 1
> -> refs: Probability = 0.00, Count = 1
> -> from: Probability = 0.00, Count = 1
> -> BytesRefFSTEnum: Probability = 0.00, Count = 1
> -> Long: Probability = 0.00, Count = 1
> -> FormatError: Probability = 0.00, Count = 1
> -> switch: Probability = 0.00, Count = 1
> -> fragmentSize: Probability = 0.00, Count = 1
> -> \: Probability = 0.00, Count = 1
> -> Collection: Probability = 0.00, Count = 1
> -> 32: Probability = 0.00, Count = 1
> -> b0: Probability = 0.00, Count = 1
> -> null: Probability = 0.00, Count = 1
> -> valEnd: Probability = 0.00, Count = 1
> -> o: Probability = 0.00, Count = 1
> -> x: Probability = 0.00, Count = 1
> -> left: Probability = 0.00, Count = 1
> -> ord: Probability = 0.00, Count = 1
> -> len: Probability = 0.00, Count = 2
> -> 5: Probability = 0.00, Count = 1
> -> blkIdx: Probability = 0.00, Count = 1
> -> dirIdx: Probability = 0.00, Count = 1
> -> Character: Probability = 0.00, Count = 1
> -> nextIndex: Probability = 0.00, Count = 1
> -> *: Probability = 0.00, Count = 1
> -> IdentityHashMap: Probability = 0.00, Count = 1
> -> Analyzer: Probability = 0.00, Count = 1
> -> RecordBase: Probability = 0.00, Count = 1
> -> NO_MORE_DOCS: Probability = 0.00, Count = 1
> -> UnicodeString: Probability = 0.00, Count = 1
> -> Set: Probability = 0.00, Count = 1
> -> hadoopConfig: Probability = 0.00, Count = 1
> -> offset: Probability = 0.00, Count = 1
> -> Tree: Probability = 0.00, Count = 2
> -> oLastRow: Probability = 0.00, Count = 1
> -> value: Probability = 0.00, Count = 1
> -> Statement: Probability = 0.00, Count = 1
> -> 6: Probability = 0.00, Count = 1
> -> Interval: Probability = 0.00, Count = 1
binarySearch -> binarySearch: Probability = 1.00, Count = 8
delete -> delete: Probability = 0.71, Count = 5
delete -> not: Probability = 0.14, Count = 1
delete -> ": Probability = 0.14, Count = 1
mGarbage -> mGarbage: Probability = 1.00, Count = 9
] -> ]: Probability = 0.75, Count = 2580
] -> i: Probability = 0.02, Count = 61
] -> get: Probability = 0.00, Count = 4
] -> ): Probability = 0.05, Count = 156
] -> ;: Probability = 0.01, Count = 35
] -> row: Probability = 0.00, Count = 1
] -> col: Probability = 0.00, Count = 1
] -> [: Probability = 0.03, Count = 98
] -> revision: Probability = 0.00, Count = 1
] -> /: Probability = 0.00, Count = 6
] -> ó: Probability = 0.00, Count = 1
] -> u: Probability = 0.00, Count = 1
] -> ': Probability = 0.00, Count = 13
] -> a: Probability = 0.00, Count = 5
] -> Object: Probability = 0.00, Count = 4
] -> >: Probability = 0.00, Count = 11
] -> block: Probability = 0.00, Count = 1
] -> +: Probability = 0.02, Count = 67
] -> o: Probability = 0.00, Count = 10
] -> blocks: Probability = 0.00, Count = 3
] -> |: Probability = 0.00, Count = 4
] -> }: Probability = 0.00, Count = 9
] -> (: Probability = 0.01, Count = 20
] -> :: Probability = 0.00, Count = 3
] -> minValues: Probability = 0.00, Count = 1
] -> subReaders: Probability = 0.00, Count = 2
] -> addParameter: Probability = 0.00, Count = 1
] -> append: Probability = 0.00, Count = 8
] -> ptr: Probability = 0.00, Count = 2
] -> =: Probability = 0.01, Count = 34
] -> maxDgId: Probability = 0.00, Count = 1
] -> 8: Probability = 0.00, Count = 1
] -> minSize: Probability = 0.00, Count = 10
] -> blocksOffset: Probability = 0.00, Count = 6
] -> maxHorizontalContext: Probability = 0.00, Count = 1
] -> length: Probability = 0.00, Count = 16
] -> hitIndex: Probability = 0.00, Count = 2
] -> shardIndex: Probability = 0.00, Count = 4
] -> compIDX: Probability = 0.00, Count = 3
] -> .: Probability = 0.01, Count = 18
] -> remove: Probability = 0.00, Count = 1
] -> setIndex: Probability = 0.00, Count = 1
] -> next: Probability = 0.00, Count = 2
] -> t: Probability = 0.00, Count = 2
] -> String: Probability = 0.00, Count = 2
] -> charAt: Probability = 0.00, Count = 2
] -> ,: Probability = 0.00, Count = 14
] -> int: Probability = 0.00, Count = 7
] -> for: Probability = 0.00, Count = 3
] -> {: Probability = 0.00, Count = 6
] -> true: Probability = 0.00, Count = 2
] -> jj_expentry: Probability = 0.00, Count = 2
] -> case: Probability = 0.00, Count = 3
] -> ?: Probability = 0.00, Count = 1
] -> 1: Probability = 0.00, Count = 9
] -> 0: Probability = 0.00, Count = 8
] -> compressedLength: Probability = 0.00, Count = 1
] -> Inflater: Probability = 0.00, Count = 1
] -> if: Probability = 0.00, Count = 3
] -> jj_expentries: Probability = 0.00, Count = 5
] -> rectype: Probability = 0.00, Count = 1
] -> charArray: Probability = 0.00, Count = 1
] -> nl: Probability = 0.00, Count = 2
] -> K: Probability = 0.00, Count = 2
] -> desc: Probability = 0.00, Count = 1
] -> bytesID: Probability = 0.00, Count = 1
] -> authorizations: Probability = 0.00, Count = 4
] -> len: Probability = 0.00, Count = 3
] -> -: Probability = 0.00, Count = 4
] -> 2: Probability = 0.00, Count = 4
] -> nItems: Probability = 0.00, Count = 1
] -> value: Probability = 0.00, Count = 7
] -> return: Probability = 0.00, Count = 6
] -> index: Probability = 0.00, Count = 9
] -> CFRuleBase: Probability = 0.00, Count = 1
] -> RamUsageEstimator: Probability = 0.00, Count = 2
] -> curChar: Probability = 0.00, Count = 1
] -> new: Probability = 0.00, Count = 4
] -> valid: Probability = 0.00, Count = 1
] -> tabid: Probability = 0.00, Count = 1
] -> ": Probability = 0.00, Count = 4
] -> !: Probability = 0.00, Count = 1
] -> 3: Probability = 0.00, Count = 3
] -> 4: Probability = 0.00, Count = 1
] -> y: Probability = 0.00, Count = 1
] -> rows: Probability = 0.00, Count = 1
] -> oldIdx: Probability = 0.00, Count = 1
] -> s: Probability = 0.00, Count = 6
] -> v: Probability = 0.00, Count = 1
] -> relativeOffsets: Probability = 0.00, Count = 1
] -> absoluteOffsets: Probability = 0.00, Count = 1
] -> arr: Probability = 0.00, Count = 1
] -> valueFor: Probability = 0.00, Count = 1
] -> 32: Probability = 0.00, Count = 2
] -> final: Probability = 0.00, Count = 1
] -> newBuffer: Probability = 0.00, Count = 1
] -> aBreak: Probability = 0.00, Count = 1
] -> cfRules: Probability = 0.00, Count = 1
] -> key: Probability = 0.00, Count = 1
] -> vals: Probability = 0.00, Count = 4
] -> H: Probability = 0.00, Count = 1
] -> \: Probability = 0.00, Count = 2
] -> result: Probability = 0.00, Count = 1
] -> getClass: Probability = 0.00, Count = 1
] -> cell: Probability = 0.00, Count = 1
] -> false: Probability = 0.00, Count = 1
] -> shifter: Probability = 0.00, Count = 1
] -> currentExternSheetIx: Probability = 0.00, Count = 1
] -> scratch: Probability = 0.00, Count = 2
] -> utf32State: Probability = 0.00, Count = 1
] -> destUTF32: Probability = 0.00, Count = 2
] -> rowData: Probability = 0.00, Count = 1
] -> starts: Probability = 0.00, Count = 1
] -> ptg: Probability = 0.00, Count = 1
] -> INFO_LEN: Probability = 0.00, Count = 1
] -> OBJ: Probability = 0.00, Count = 1
] -> subrecords: Probability = 0.00, Count = 1
] -> size: Probability = 0.00, Count = 2
] -> Long: Probability = 0.00, Count = 1
] -> character: Probability = 0.00, Count = 1
] -> timedSessionToken: Probability = 0.00, Count = 1
] -> buffer: Probability = 0.00, Count = 1
] -> <: Probability = 0.00, Count = 2
] -> Record: Probability = 0.00, Count = 1
] -> getMRR: Probability = 0.00, Count = 1
] -> ruleIndex: Probability = 0.00, Count = 1
] -> idx: Probability = 0.00, Count = 2
] -> fmt: Probability = 0.00, Count = 1
] -> nextWrite: Probability = 0.00, Count = 1
] -> assert: Probability = 0.00, Count = 1
] -> c: Probability = 0.00, Count = 1
] -> args: Probability = 0.00, Count = 2
] -> n: Probability = 0.00, Count = 1
] -> mid: Probability = 0.00, Count = 1
] -> allToffs: Probability = 0.00, Count = 1
] -> char: Probability = 0.00, Count = 1
] -> suffixes: Probability = 0.00, Count = 2
] -> ArrayUtil: Probability = 0.00, Count = 1
] -> parseSynonym: Probability = 0.00, Count = 1
] -> ex: Probability = 0.00, Count = 1
] -> array: Probability = 0.00, Count = 1
] -> break: Probability = 0.00, Count = 1
] -> positionSpan: Probability = 0.00, Count = 2
] -> field_2_cell_offset: Probability = 0.00, Count = 1
] -> cmd: Probability = 0.00, Count = 1
] -> positions: Probability = 0.00, Count = 1
] -> getPropertyValueEnum: Probability = 0.00, Count = 1
] -> getNumShapeIdsUsed: Probability = 0.00, Count = 1
] -> getDrawingGroupId: Probability = 0.00, Count = 1
] -> toArray: Probability = 0.00, Count = 1
] -> thedata: Probability = 0.00, Count = 1
