) -> ): Probability = 0.36, Count = 512
+ -> max1_1: Probability = 0.00, Count = 1
+ -> cnt0: Probability = 0.00, Count = 1
+ -> maxNumOdd: Probability = 0.00, Count = 1
+ -> !: Probability = 0.00, Count = 1
+ -> t: Probability = 0.00, Count = 1
+ -> d: Probability = 0.01, Count = 2
+ -> point: Probability = 0.00, Count = 1
+ -> mean: Probability = 0.00, Count = 1
+ -> Math: Probability = 0.00, Count = 1
+ -> nextInt: Probability = 0.01, Count = 2
+ -> break: Probability = 0.00, Count = 1
+ -> stdIn: Probability = 0.00, Count = 1
+ -> ,: Probability = 0.01, Count = 2
+ -> 3: Probability = 0.00, Count = 1
+ -> K: Probability = 0.00, Count = 1
+ -> dirleft: Probability = 0.00, Count = 1
+ -> else: Probability = 0.00, Count = 1
b1_b2 -> =: Probability = 0.50, Count = 1
b1_b2 -> /: Probability = 0.50, Count = 1
4 -> Yes: Probability = 0.06, Count = 1
4 -> 3: Probability = 0.06, Count = 1
4 -> s: Probability = 0.06, Count = 1
4 -> .: Probability = 0.06, Count = 1
4 -> *: Probability = 0.06, Count = 1
4 -> {: Probability = 0.11, Count = 2
4 -> ;: Probability = 0.06, Count = 1
4 -> (: Probability = 0.11, Count = 2
4 -> n: Probability = 0.06, Count = 1
4 -> w: Probability = 0.06, Count = 1
4 -> System: Probability = 0.06, Count = 1
4 -> [: Probability = 0.06, Count = 1
4 -> =: Probability = 0.06, Count = 1
4 -> 4: Probability = 0.17, Count = 3
map -> Scanner: Probability = 0.06, Count = 5
map -> ]: Probability = 0.01, Count = 1
map -> java: Probability = 0.10, Count = 8
map -> try: Probability = 0.03, Count = 2
map -> new: Probability = 0.14, Count = 11
map -> (: Probability = 0.13, Count = 10
map -> map: Probability = 0.03, Count = 2
map -> String: Probability = 0.01, Count = 1
map -> scanner: Probability = 0.09, Count = 7
map -> nextLong: Probability = 0.01, Count = 1
map -> ): Probability = 0.01, Count = 1
map -> scan: Probability = 0.03, Count = 2
map -> +: Probability = 0.01, Count = 1
map -> for: Probability = 0.01, Count = 1
map -> Arrays: Probability = 0.01, Count = 1
map -> mapToLong: Probability = 0.01, Count = 1
map -> readLine: Probability = 0.01, Count = 1
map -> =: Probability = 0.03, Count = 2
map -> .: Probability = 0.06, Count = 5
map -> Map: Probability = 0.01, Count = 1
map -> set: Probability = 0.03, Count = 2
map -> {: Probability = 0.03, Count = 2
map -> b: Probability = 0.03, Count = 2
map -> -: Probability = 0.01, Count = 1
map -> lang: Probability = 0.01, Count = 1
map -> Math: Probability = 0.01, Count = 1
map -> }: Probability = 0.01, Count = 1
map -> out: Probability = 0.01, Count = 1
map -> ArrayList: Probability = 0.01, Count = 1
map -> PrintWriter: Probability = 0.01, Count = 1
map -> ;: Probability = 0.01, Count = 1
c2 -> +: Probability = 0.11, Count = 1
c2 -> [: Probability = 0.33, Count = 3
c2 -> =: Probability = 0.44, Count = 4
c2 -> maxNumEven: Probability = 0.11, Count = 1
a1_a2 -> (: Probability = 1.00, Count = 1
Yes -> out: Probability = 0.10, Count = 1
Yes -> !: Probability = 0.10, Count = 1
Yes -> System: Probability = 0.10, Count = 1
Yes -> good: Probability = 0.10, Count = 1
Yes -> {: Probability = 0.10, Count = 1
Yes -> }: Probability = 0.10, Count = 1
Yes -> ": Probability = 0.20, Count = 2
Yes -> .: Probability = 0.10, Count = 1
Yes -> ): Probability = 0.10, Count = 1
a2_1 -> (: Probability = 1.00, Count = 2
min -> try: Probability = 0.02, Count = 1
min -> ]: Probability = 0.07, Count = 3
min -> ar: Probability = 0.02, Count = 1
min -> ;: Probability = 0.14, Count = 6
min -> .: Probability = 0.07, Count = 3
min -> =: Probability = 0.21, Count = 9
min -> ): Probability = 0.02, Count = 1
min -> }: Probability = 0.10, Count = 4
min -> Math: Probability = 0.05, Count = 2
min -> +: Probability = 0.05, Count = 2
min -> ans: Probability = 0.02, Count = 1
min -> min: Probability = 0.02, Count = 1
min -> {: Probability = 0.07, Count = 3
min -> tmp: Probability = 0.02, Count = 1
min -> (: Probability = 0.05, Count = 2
min -> MyScanner: Probability = 0.02, Count = 1
min -> int: Probability = 0.02, Count = 1
break -> (: Probability = 0.05, Count = 1
break -> l: Probability = 0.05, Count = 1
break -> =: Probability = 0.05, Count = 1
break -> n: Probability = 0.11, Count = 2
break -> }: Probability = 0.16, Count = 3
break -> 0: Probability = 0.05, Count = 1
break -> ;: Probability = 0.05, Count = 1
break -> if: Probability = 0.05, Count = 1
break -> ): Probability = 0.16, Count = 3
break -> {: Probability = 0.11, Count = 2
break -> [: Probability = 0.05, Count = 1
break -> A: Probability = 0.05, Count = 1
break -> Solve: Probability = 0.05, Count = 1
b1 -> ): Probability = 0.08, Count = 1
b1 -> ;: Probability = 0.15, Count = 2
b1 -> System: Probability = 0.08, Count = 1
b1 -> <: Probability = 0.08, Count = 1
b1 -> .: Probability = 0.15, Count = 2
b1 -> (: Probability = 0.08, Count = 1
b1 -> b1: Probability = 0.15, Count = 2
b1 -> d: Probability = 0.08, Count = 1
b1 -> =: Probability = 0.15, Count = 2
a3_2 -> ;: Probability = 0.33, Count = 1
a3_2 -> ]: Probability = 0.33, Count = 1
a3_2 -> int: Probability = 0.33, Count = 1
continue -> .: Probability = 0.10, Count = 1
continue -> {: Probability = 0.10, Count = 1
continue -> [: Probability = 0.10, Count = 1
continue -> (: Probability = 0.10, Count = 1
continue -> l: Probability = 0.10, Count = 1
continue -> =: Probability = 0.10, Count = 1
continue -> MAX_VALUE: Probability = 0.10, Count = 1
continue -> ]: Probability = 0.10, Count = 1
continue -> curcan: Probability = 0.10, Count = 1
continue -> list: Probability = 0.10, Count = 1
b2 -> [: Probability = 0.17, Count = 1
b2 -> ;: Probability = 0.17, Count = 1
b2 -> ]: Probability = 0.17, Count = 1
b2 -> &: Probability = 0.17, Count = 1
b2 -> t2: Probability = 0.17, Count = 1
b2 -> b2: Probability = 0.17, Count = 1
a3_1 -> 0: Probability = 0.50, Count = 1
a3_1 -> int: Probability = 0.50, Count = 1
not -> (: Probability = 0.20, Count = 2
not -> }: Probability = 0.10, Count = 1
not -> good: Probability = 0.10, Count = 1
not -> ;: Probability = 0.10, Count = 1
not -> for: Probability = 0.10, Count = 1
not -> {: Probability = 0.10, Count = 1
not -> new: Probability = 0.10, Count = 1
not -> if: Probability = 0.10, Count = 1
not -> ]: Probability = 0.10, Count = 1
input -> util: Probability = 0.20, Count = 32
input -> .: Probability = 0.14, Count = 23
input -> readLine: Probability = 0.02, Count = 4
input -> nextInt: Probability = 0.06, Count = 9
input -> (: Probability = 0.03, Count = 5
input -> input: Probability = 0.02, Count = 3
input -> lang: Probability = 0.01, Count = 1
input -> import: Probability = 0.06, Count = 9
input -> System: Probability = 0.08, Count = 13
input -> =: Probability = 0.03, Count = 5
input -> inputStream: Probability = 0.02, Count = 4
input -> Main: Probability = 0.04, Count = 6
input -> run: Probability = 0.01, Count = 1
input -> ): Probability = 0.02, Count = 3
input -> io: Probability = 0.02, Count = 4
input -> sc: Probability = 0.03, Count = 5
input -> Scanner: Probability = 0.01, Count = 1
input -> nextLong: Probability = 0.01, Count = 1
input -> InputStreamReader: Probability = 0.02, Count = 4
input -> new: Probability = 0.01, Count = 2
input -> size: Probability = 0.01, Count = 1
input -> println: Probability = 0.01, Count = 1
input -> PrintWriter: Probability = 0.01, Count = 1
input -> next: Probability = 0.01, Count = 2
input -> st: Probability = 0.01, Count = 1
input -> String: Probability = 0.05, Count = 8
input -> public: Probability = 0.01, Count = 1
input -> }: Probability = 0.01, Count = 1
input -> n: Probability = 0.01, Count = 1
input -> {: Probability = 0.01, Count = 1
input -> i: Probability = 0.01, Count = 1
input -> java: Probability = 0.01, Count = 1
input -> parseInt: Probability = 0.01, Count = 2
input -> indexOf: Probability = 0.02, Count = 3
input -> main: Probability = 0.01, Count = 1
a3_3 -> 1: Probability = 1.00, Count = 1
a2_2 -> =: Probability = 1.00, Count = 1
f -> out: Probability = 0.12, Count = 1
f -> ;: Probability = 0.12, Count = 1
f -> 0: Probability = 0.12, Count = 1
f -> nums: Probability = 0.12, Count = 1
f -> -: Probability = 0.12, Count = 1
f -> S: Probability = 0.25, Count = 2
f -> int: Probability = 0.12, Count = 1
A -> [: Probability = 0.12, Count = 7
A -> =: Probability = 0.08, Count = 5
A -> ;: Probability = 0.03, Count = 2
A -> a: Probability = 0.17, Count = 10
A -> ,: Probability = 0.02, Count = 1
A -> goA: Probability = 0.02, Count = 1
A -> A: Probability = 0.05, Count = 3
A -> B: Probability = 0.02, Count = 1
A -> {: Probability = 0.07, Count = 4
A -> 1: Probability = 0.02, Count = 1
A -> ]: Probability = 0.05, Count = 3
A -> i: Probability = 0.02, Count = 1
A -> int: Probability = 0.03, Count = 2
A -> A_x: Probability = 0.02, Count = 1
A -> 2: Probability = 0.02, Count = 1
A -> (: Probability = 0.05, Count = 3
A -> +: Probability = 0.02, Count = 1
A -> .: Probability = 0.07, Count = 4
A -> st: Probability = 0.02, Count = 1
A -> &: Probability = 0.02, Count = 1
A -> b_: Probability = 0.02, Count = 1
A -> b: Probability = 0.02, Count = 1
A -> ): Probability = 0.02, Count = 1
A -> else: Probability = 0.02, Count = 1
A -> return: Probability = 0.02, Count = 1
A -> p: Probability = 0.03, Count = 2
B -> [: Probability = 0.08, Count = 5
B -> ]: Probability = 0.03, Count = 2
B -> c: Probability = 0.02, Count = 1
B -> if: Probability = 0.03, Count = 2
B -> ;: Probability = 0.08, Count = 5
B -> B: Probability = 0.05, Count = 3
B -> i: Probability = 0.07, Count = 4
B -> b: Probability = 0.03, Count = 2
B -> +: Probability = 0.05, Count = 3
B -> =: Probability = 0.07, Count = 4
B -> -: Probability = 0.02, Count = 1
B -> (: Probability = 0.05, Count = 3
B -> {: Probability = 0.02, Count = 1
B -> ): Probability = 0.08, Count = 5
B -> }: Probability = 0.02, Count = 1
B -> Math: Probability = 0.02, Count = 1
B -> .: Probability = 0.02, Count = 1
B -> min: Probability = 0.02, Count = 1
B -> sin: Probability = 0.02, Count = 1
B -> cos: Probability = 0.02, Count = 1
B -> *: Probability = 0.02, Count = 1
B -> 2: Probability = 0.03, Count = 2
B -> :: Probability = 0.02, Count = 1
B -> int: Probability = 0.02, Count = 1
B -> arr: Probability = 0.02, Count = 1
B -> >: Probability = 0.03, Count = 2
B -> INF: Probability = 0.02, Count = 1
B -> ,: Probability = 0.02, Count = 1
B -> long: Probability = 0.02, Count = 1
B -> println: Probability = 0.02, Count = 1
B -> sc: Probability = 0.02, Count = 1
append -> x: Probability = 0.01, Count = 1
append -> args: Probability = 0.01, Count = 1
append -> nextInt: Probability = 0.14, Count = 10
append -> println: Probability = 0.01, Count = 1
append -> nextLong: Probability = 0.01, Count = 1
append -> parseInt: Probability = 0.11, Count = 8
append -> .: Probability = 0.11, Count = 8
append -> Scanner: Probability = 0.10, Count = 7
append -> &: Probability = 0.03, Count = 2
append -> tmp: Probability = 0.01, Count = 1
append -> contains: Probability = 0.01, Count = 1
append -> new: Probability = 0.01, Count = 1
append -> util: Probability = 0.01, Count = 1
append -> ;: Probability = 0.03, Count = 2
append -> ): Probability = 0.07, Count = 5
append -> double: Probability = 0.01, Count = 1
append -> +: Probability = 0.01, Count = 1
append -> i: Probability = 0.01, Count = 1
append -> BufferedReader: Probability = 0.01, Count = 1
append -> else: Probability = 0.01, Count = 1
append -> {: Probability = 0.04, Count = 3
append -> [: Probability = 0.04, Count = 3
append -> max: Probability = 0.01, Count = 1
append -> ]: Probability = 0.03, Count = 2
append -> add: Probability = 0.01, Count = 1
append -> split: Probability = 0.01, Count = 1
append -> System: Probability = 0.01, Count = 1
append -> scanner: Probability = 0.01, Count = 1
append -> curd: Probability = 0.01, Count = 1
append -> k: Probability = 0.01, Count = 1
append -> (: Probability = 0.01, Count = 1
append -> sc: Probability = 0.01, Count = 1
append -> int: Probability = 0.01, Count = 1
> -> int: Probability = 0.02, Count = 2
> -> {: Probability = 0.01, Count = 1
> -> <: Probability = 0.04, Count = 4
> -> j: Probability = 0.02, Count = 2
> -> ;: Probability = 0.03, Count = 3
> -> =: Probability = 0.15, Count = 14
> -> t: Probability = 0.01, Count = 1
> -> R: Probability = 0.01, Count = 1
> -> top: Probability = 0.01, Count = 1
> -> long: Probability = 0.02, Count = 2
> -> ,: Probability = 0.03, Count = 3
> -> (: Probability = 0.07, Count = 7
> -> if: Probability = 0.04, Count = 4
> -> Integer: Probability = 0.01, Count = 1
> -> x: Probability = 0.01, Count = 1
> -> ): Probability = 0.06, Count = 6
> -> >: Probability = 0.06, Count = 6
> -> b: Probability = 0.01, Count = 1
> -> nextInt: Probability = 0.01, Count = 1
> -> lackNumberQueue: Probability = 0.01, Count = 1
> -> a: Probability = 0.01, Count = 1
> -> }: Probability = 0.01, Count = 1
> -> .: Probability = 0.03, Count = 3
> -> 2: Probability = 0.03, Count = 3
> -> N: Probability = 0.01, Count = 1
> -> z: Probability = 0.01, Count = 1
> -> 0: Probability = 0.03, Count = 3
> -> ok: Probability = 0.01, Count = 1
> -> println: Probability = 0.02, Count = 2
> -> Math: Probability = 0.02, Count = 2
> -> ]: Probability = 0.02, Count = 2
> -> maxOdd: Probability = 0.01, Count = 1
> -> sc: Probability = 0.02, Count = 2
> -> Scanner: Probability = 0.01, Count = 1
> -> res: Probability = 0.01, Count = 1
> -> ": Probability = 0.01, Count = 1
> -> i: Probability = 0.02, Count = 2
> -> time1: Probability = 0.01, Count = 1
> -> [: Probability = 0.01, Count = 1
> -> 6: Probability = 0.01, Count = 1
> -> scan: Probability = 0.01, Count = 1
field -> grid: Probability = 0.29, Count = 2
field -> break: Probability = 0.14, Count = 1
field -> ]: Probability = 0.14, Count = 1
field -> [: Probability = 0.14, Count = 1
field -> j: Probability = 0.14, Count = 1
field -> ): Probability = 0.14, Count = 1
result -> (: Probability = 0.20, Count = 1
result -> Yes: Probability = 0.20, Count = 1
result -> sum: Probability = 0.20, Count = 1
result -> sc: Probability = 0.20, Count = 1
result -> =: Probability = 0.20, Count = 1
* -> i: Probability = 0.02, Count = 6
* -> ]: Probability = 0.01, Count = 3
* -> *: Probability = 0.19, Count = 51
* -> 2: Probability = 0.02, Count = 5
* -> if: Probability = 0.02, Count = 5
* -> nums: Probability = 0.00, Count = 1
* -> (: Probability = 0.05, Count = 15
* -> ): Probability = 0.05, Count = 15
* -> +: Probability = 0.02, Count = 6
* -> N: Probability = 0.01, Count = 3
* -> a2: Probability = 0.01, Count = 3
* -> ;: Probability = 0.05, Count = 14
* -> f1: Probability = 0.00, Count = 1
* -> f2: Probability = 0.00, Count = 1
* -> .: Probability = 0.05, Count = 15
* -> tmp1: Probability = 0.00, Count = 1
* -> b2: Probability = 0.00, Count = 1
* -> println: Probability = 0.01, Count = 4
* -> >: Probability = 0.01, Count = 3
* -> 0: Probability = 0.02, Count = 5
* -> -: Probability = 0.02, Count = 5
* -> a1: Probability = 0.01, Count = 2
* -> t1: Probability = 0.00, Count = 1
* -> toh: Probability = 0.00, Count = 1
* -> =: Probability = 0.04, Count = 10
* -> minDistance: Probability = 0.00, Count = 1
* -> }: Probability = 0.01, Count = 4
* -> {: Probability = 0.01, Count = 3
* -> append: Probability = 0.00, Count = 1
* -> 5: Probability = 0.00, Count = 1
* -> h: Probability = 0.01, Count = 4
* -> x: Probability = 0.00, Count = 1
* -> n: Probability = 0.02, Count = 6
* -> &: Probability = 0.00, Count = 1
* -> long: Probability = 0.02, Count = 5
* -> 1: Probability = 0.02, Count = 5
* -> t: Probability = 0.00, Count = 1
* -> 1e15: Probability = 0.00, Count = 1
* -> System: Probability = 0.00, Count = 1
* -> 7: Probability = 0.00, Count = 1
* -> [: Probability = 0.01, Count = 2
* -> mod: Probability = 0.00, Count = 1
* -> %: Probability = 0.01, Count = 3
* -> c: Probability = 0.00, Count = 1
* -> sum: Probability = 0.00, Count = 1
* -> false: Probability = 0.00, Count = 1
* -> ,: Probability = 0.00, Count = 1
* -> /: Probability = 0.01, Count = 3
* -> out: Probability = 0.00, Count = 1
* -> int: Probability = 0.00, Count = 1
* -> gl: Probability = 0.00, Count = 1
* -> ans: Probability = 0.00, Count = 1
* -> gd: Probability = 0.00, Count = 1
* -> 9: Probability = 0.00, Count = 1
* -> M: Probability = 0.00, Count = 1
* -> ret: Probability = 0.00, Count = 1
* -> B: Probability = 0.00, Count = 1
* -> pw: Probability = 0.00, Count = 1
* -> h_kakudo: Probability = 0.00, Count = 1
* -> kakudo_sa: Probability = 0.01, Count = 3
* -> a: Probability = 0.01, Count = 3
* -> Math: Probability = 0.00, Count = 1
* -> 12: Probability = 0.01, Count = 2
* -> yM: Probability = 0.00, Count = 1
* -> longRad: Probability = 0.00, Count = 1
* -> aPosition: Probability = 0.01, Count = 2
* -> shortRad: Probability = 0.00, Count = 1
* -> b: Probability = 0.00, Count = 1
* -> cos: Probability = 0.00, Count = 1
* -> 180: Probability = 0.00, Count = 1
* -> abs: Probability = 0.00, Count = 1
* -> PrintWriter: Probability = 0.00, Count = 1
* -> 3: Probability = 0.01, Count = 2
* -> ou: Probability = 0.00, Count = 1
* -> <: Probability = 0.01, Count = 2
* -> MyScanner: Probability = 0.00, Count = 1
* -> double: Probability = 0.00, Count = 1
* -> for: Probability = 0.00, Count = 1
* -> String: Probability = 0.00, Count = 1
* -> list: Probability = 0.00, Count = 1
* -> j: Probability = 0.00, Count = 1
* -> sc: Probability = 0.00, Count = 1
* -> put: Probability = 0.00, Count = 1
* -> bmi: Probability = 0.00, Count = 1
* -> res: Probability = 0.00, Count = 1
* -> curd: Probability = 0.00, Count = 1
* -> 60: Probability = 0.01, Count = 2
dfs -> ;: Probability = 0.33, Count = 1
dfs -> else: Probability = 0.33, Count = 1
dfs -> {: Probability = 0.33, Count = 1
id -> +: Probability = 0.25, Count = 1
id -> i: Probability = 0.25, Count = 1
id -> ): Probability = 0.50, Count = 2
8 -> [: Probability = 0.17, Count = 1
8 -> ]: Probability = 0.50, Count = 3
8 -> i: Probability = 0.17, Count = 1
8 -> d: Probability = 0.17, Count = 1
